TripType,VisitNumber,Weekday,Upc,ScanCount,DepartmentDescription,FinelineNumber
5,8176,Saturday,,1,PHARMACY RX,
5,8176,Saturday,,1,PHARMACY RX,
22,8260,Saturday,82090904016,1,SPORTING GOODS,5223
22,8260,Saturday,2724286449,2,CAMERAS AND SUPPLIES,1840
15,8269,Saturday,5087581168,1,COOK AND DINE,579
15,8269,Saturday,64541689239,1,CELEBRATION,805
15,8269,Saturday,64541672016,1,CELEBRATION,213
5,8296,Saturday,3160404070,1,PHARMACY OTC,1006
21,8302,Saturday,7365080834,3,FABRICS AND CRAFTS,8070
21,8302,Saturday,60538816922,1,SHOES,1909
21,8302,Saturday,60538816914,1,SHOES,1910
21,8302,Saturday,2303264123,2,FABRICS AND CRAFTS,8026
8,8335,Saturday,3338311932,1,PRODUCE,3106
8,8335,Saturday,,1,NULL,
38,8338,Saturday,7874235188,1,DAIRY,1508
38,8338,Saturday,3800000127,1,GROCERY DRY GOODS,3555
38,8338,Saturday,3800000110,1,GROCERY DRY GOODS,3555
38,8338,Saturday,60538871457,1,DAIRY,9100
8,8356,Saturday,3700084647,1,HOUSEHOLD CHEMICALS/SUPP,130
38,8409,Saturday,2840042073,1,IMPULSE MERCHANDISE,808
38,8409,Saturday,76273166548,1,LADIESWEAR,2046
38,8409,Saturday,3600015080,1,PHARMACY OTC,262
38,8409,Saturday,3400000246,1,IMPULSE MERCHANDISE,100
38,8409,Saturday,7874208953,1,DSD GROCERY,9214
38,8409,Saturday,3120020300,2,DSD GROCERY,4639
38,8409,Saturday,2700038249,1,GROCERY DRY GOODS,2301
38,8409,Saturday,7874206016,2,DAIRY,1406
38,8409,Saturday,4150000025,1,GROCERY DRY GOODS,2302
999,8462,Saturday,79936608433,2,MEDIA AND GAMING,7609
39,8474,Saturday,4145743776,1,PERSONAL CARE,5112
39,8474,Saturday,68113173208,1,PHARMACY OTC,1542
39,8474,Saturday,7467664411,1,PHARMACY OTC,3032
39,8474,Saturday,4812129208,1,COMM BREAD,3719
39,8474,Saturday,7940076380,1,PERSONAL CARE,1
39,8474,Saturday,4820101892,1,PERSONAL CARE,8101
8,8497,Saturday,4391755374,1,PERSONAL CARE,7018
37,8509,Saturday,78035378403,1,PRODUCE,3601
37,8509,Saturday,5410722101,2,PRODUCE,3108
37,8509,Saturday,22628200000,1,SERVICE DELI,8013
37,8518,Saturday,68113107862,1,BAKERY,5017
37,8518,Saturday,3400013410,1,IMPULSE MERCHANDISE,125
37,8518,Saturday,20154500000,1,SERVICE DELI,8001
37,8518,Saturday,30869110610,1,PHARMACY OTC,3533
37,8518,Saturday,7003030410,1,PHARMACY OTC,1101
37,8518,Saturday,64598100025,1,PHARMACY OTC,4081
15,8522,Saturday,64541675016,1,CELEBRATION,801
15,8522,Saturday,7940011575,1,PERSONAL CARE,5280
15,8522,Saturday,89764000214,1,BEAUTY,6060
15,8522,Saturday,64541680812,1,CELEBRATION,501
15,8522,Saturday,64541671271,1,CELEBRATION,505
30,8525,Saturday,9808778814,1,JEWELRY AND SUNGLASSES,1601
8,8565,Saturday,5200033876,1,DSD GROCERY,4606
8,8565,Saturday,5200032585,1,DSD GROCERY,4606
9,8672,Saturday,88882301300,1,MENS WEAR,2562
9,8672,Saturday,75481909954,1,MENS WEAR,1727
34,8677,Saturday,7341001355,1,COMM BREAD,3761
34,8677,Saturday,68113118395,1,PHARMACY OTC,1352
34,8677,Saturday,85189300116,1,PETS AND SUPPLIES,2508
34,8677,Saturday,20835200000,1,SERVICE DELI,6804
34,8677,Saturday,68113105899,1,PETS AND SUPPLIES,203
34,8677,Saturday,71514172928,1,DAIRY,9020
999,8681,Saturday,,-1,NULL,
41,8754,Saturday,88561522960,1,SLEEPWEAR/FOUNDATIONS,6644
41,8754,Saturday,2840042173,2,DSD GROCERY,9256
41,8754,Saturday,68113104849,1,BEAUTY,3907
41,8754,Saturday,88309615517,1,LADIES SOCKS,3121
41,8754,Saturday,1708200040,1,IMPULSE MERCHANDISE,601
41,8754,Saturday,72201100004,1,BOOKS AND MAGAZINES,777
41,8754,Saturday,68113109801,1,WIRELESS,669
41,8754,Saturday,2521537054,1,ELECTRONICS,4805
41,8754,Saturday,2840000578,1,IMPULSE MERCHANDISE,808
41,8754,Saturday,2840042171,1,DSD GROCERY,9256
41,8754,Saturday,2840020131,1,DSD GROCERY,9251
41,8754,Saturday,2840021573,1,DSD GROCERY,9267
5,8769,Saturday,68113107184,1,PHARMACY OTC,913
5,8769,Saturday,68113107412,1,PHARMACY OTC,403
5,8769,Saturday,7214001407,1,BEAUTY,4010
5,8769,Saturday,79319001027,1,PHARMACY OTC,713
5,8769,Saturday,4900000044,1,DSD GROCERY,9546
3,8795,Saturday,68113163351,1,FINANCIAL SERVICES,275
3,8795,Saturday,60538896309,1,FINANCIAL SERVICES,276
44,8804,Saturday,78035378403,2,PRODUCE,3601
44,8804,Saturday,3320001140,2,GROCERY DRY GOODS,4001
44,8804,Saturday,3706408838,1,PAINT AND ACCESSORIES,4301
44,8804,Saturday,2430004301,2,COMM BREAD,3709
44,8804,Saturday,5114409001,1,PAINT AND ACCESSORIES,4401
44,8804,Saturday,4011,1,PRODUCE,5501
44,8804,Saturday,3320000020,2,GROCERY DRY GOODS,4001
44,8804,Saturday,2833248095,1,COOK AND DINE,2572
44,8804,Saturday,76163520390,1,PRODUCE,3509
44,8804,Saturday,71575610003,1,PRODUCE,3507
44,8804,Saturday,72527451028,1,BOOKS AND MAGAZINES,8203
44,8804,Saturday,7079812330,1,PAINT AND ACCESSORIES,4230
44,8804,Saturday,76163520200,1,PRODUCE,3501
44,8804,Saturday,3800093767,1,GROCERY DRY GOODS,3600
44,8804,Saturday,2430004335,1,COMM BREAD,3709
44,8804,Saturday,928151029,1,BOOKS AND MAGAZINES,8203
44,8804,Saturday,7148651026,1,BOOKS AND MAGAZINES,8203
8,8823,Saturday,60502100441,1,HOUSEHOLD CHEMICALS/SUPP,1210
8,8823,Saturday,7023011620,1,PETS AND SUPPLIES,1835
44,8849,Saturday,7874209648,1,DAIRY,7955
44,8849,Saturday,2096855070,1,SPORTING GOODS,5007
44,8849,Saturday,81271301665,4,SPORTING GOODS,5016
44,8849,Saturday,5210030443,1,GROCERY DRY GOODS,4260
44,8849,Saturday,7874205331,1,FROZEN FOODS,1752
44,8849,Saturday,7650193553,4,SPORTING GOODS,5028
44,8849,Saturday,67569050008,1,PERSONAL CARE,1411
44,8849,Saturday,80469179843,1,SWIMWEAR/OUTERWEAR,214
44,8849,Saturday,67571659559,1,BEDDING,8011
44,8849,Saturday,82342076243,1,HARDWARE,6002
44,8849,Saturday,4087,1,PRODUCE,7803
44,8849,Saturday,84110100530,1,FURNITURE,5615
44,8849,Saturday,5638901410,1,SPORTING GOODS,5025
44,8849,Saturday,71628100221,1,AUTOMOTIVE,7155
44,8849,Saturday,81174702251,1,SPORTING GOODS,5009
44,8849,Saturday,4016,1,PRODUCE,1201
44,8849,Saturday,5638908235,1,SPORTING GOODS,5016
44,8849,Saturday,2240033868,1,PERSONAL CARE,5015
44,8849,Saturday,84730900545,1,SPORTING GOODS,103
44,8849,Saturday,7218063809,1,FROZEN FOODS,9117
44,8849,Saturday,7056087254,1,FROZEN FOODS,1752
44,8849,Saturday,9853,1,BAKERY,5040
44,8849,Saturday,4369507511,1,FROZEN FOODS,1952
44,8849,Saturday,7128745201,1,COOK AND DINE,378
44,8849,Saturday,78616200351,2,DSD GROCERY,3005
44,8849,Saturday,4900002468,6,DSD GROCERY,3042
44,8849,Saturday,2240065156,1,PERSONAL CARE,5044
44,8849,Saturday,2460001003,1,GROCERY DRY GOODS,4253
25,8862,Saturday,66216324083,1,LADIESWEAR,1405
25,8862,Saturday,7033064029,1,IMPULSE MERCHANDISE,202
25,8862,Saturday,60538816385,1,SHOES,8967
25,8862,Saturday,80469182747,1,SWIMWEAR/OUTERWEAR,114
3,8879,Saturday,60538819035,1,FINANCIAL SERVICES,1000
3,8879,Saturday,83032400783,1,IMPULSE MERCHANDISE,1749
6,8960,Saturday,7989602488,1,PERSONAL CARE,9107
6,8960,Saturday,67293510413,1,PERSONAL CARE,9108
6,8960,Saturday,7940008045,2,PERSONAL CARE,9101
6,8960,Saturday,7940008045,-1,PERSONAL CARE,9101
6,8960,Saturday,8200075007,1,"LIQUOR,WINE,BEER",1111
6,8960,Saturday,3700086423,1,PERSONAL CARE,9113
7,8970,Saturday,7874236944,3,GROCERY DRY GOODS,2802
7,8970,Saturday,20966500000,1,SERVICE DELI,7010
7,8970,Saturday,4011,1,PRODUCE,5501
7,8970,Saturday,20108800000,1,SERVICE DELI,8014
7,8976,Saturday,3338365020,1,PRODUCE,7501
7,8976,Saturday,4856406700,1,COMM BREAD,3731
7,8976,Saturday,4856406700,3,COMM BREAD,3731
7,8976,Saturday,5210037145,1,GROCERY DRY GOODS,3002
7,8976,Saturday,1370050845,1,HOUSEHOLD PAPER GOODS,5010
7,8976,Saturday,2200000512,1,IMPULSE MERCHANDISE,135
7,8976,Saturday,4800121338,1,GROCERY DRY GOODS,2452
7,8976,Saturday,7874201456,2,HOUSEHOLD PAPER GOODS,5510
7,8976,Saturday,4800121338,-1,GROCERY DRY GOODS,2452
5,8978,Saturday,,1,PHARMACY RX,
5,8978,Saturday,,1,PHARMACY RX,
3,8983,Saturday,68113176761,1,FINANCIAL SERVICES,283
7,8992,Saturday,3400040551,1,"CANDY, TOBACCO, COOKIES",79
7,8992,Saturday,7874209728,2,COMM BREAD,3717
7,8992,Saturday,2430004416,1,COMM BREAD,3707
7,8992,Saturday,4450034122,1,PRE PACKED DELI,7252
7,8992,Saturday,22515300000,1,SERVICE DELI,6804
7,8992,Saturday,4470000783,2,PRE PACKED DELI,7502
7,8992,Saturday,2840008359,1,DSD GROCERY,3663
7,8992,Saturday,7874298761,1,BAKERY,5017
7,8992,Saturday,2840037185,1,DSD GROCERY,9275
7,8992,Saturday,4144390264,2,GROCERY DRY GOODS,2809
8,9014,Saturday,3400000246,1,IMPULSE MERCHANDISE,100
7,9015,Saturday,4600083251,1,GROCERY DRY GOODS,1106
7,9015,Saturday,65876134804,2,MEAT - FRESH & FROZEN,6074
7,9015,Saturday,2100005366,1,DAIRY,7955
7,9015,Saturday,3151,1,PRODUCE,7801
7,9015,Saturday,88831391490,2,PRE PACKED DELI,7508
7,9015,Saturday,76711951169,2,DAIRY,1354
7,9015,Saturday,4600083251,1,GROCERY DRY GOODS,1106
7,9015,Saturday,7874236690,1,COMM BREAD,3714
7,9015,Saturday,7874211909,1,DAIRY,1353
7,9015,Saturday,2840000210,2,DSD GROCERY,9266
7,9015,Saturday,22763000000,1,MEAT - FRESH & FROZEN,1039
7,9015,Saturday,4082,1,PRODUCE,4020
3,9023,Saturday,60538812237,1,FINANCIAL SERVICES,277
3,9023,Saturday,60538812236,1,FINANCIAL SERVICES,278
37,9033,Saturday,2200001553,1,IMPULSE MERCHANDISE,135
37,9033,Saturday,7597140473,1,SERVICE DELI,3015
37,9033,Saturday,4011,1,PRODUCE,5501
37,9033,Saturday,7874207669,1,DAIRY,7960
37,9033,Saturday,80009393252,1,GROCERY DRY GOODS,6808
37,9033,Saturday,7482064545,1,BOOKS AND MAGAZINES,8203
37,9033,Saturday,22004300000,1,MEAT - FRESH & FROZEN,4136
37,9033,Saturday,3700030165,1,PHARMACY OTC,250
37,9033,Saturday,3500076393,1,PERSONAL CARE,9108
5,9048,Saturday,68113177675,1,PHARMACY OTC,2016
999,9081,Saturday,,-6,NULL,
43,9103,Saturday,7261370863,4,HOUSEHOLD CHEMICALS/SUPP,2080
43,9103,Saturday,64541613489,1,CELEBRATION,105
43,9103,Saturday,3735500006,1,OFFICE SUPPLIES,571
43,9103,Saturday,3735500006,9,OFFICE SUPPLIES,571
43,9103,Saturday,2340035001,2,HOUSEHOLD CHEMICALS/SUPP,1555
43,9103,Saturday,4173720801,1,HOUSEHOLD CHEMICALS/SUPP,60
43,9103,Saturday,4588827122,1,OFFICE SUPPLIES,3601
9,9106,Saturday,7314912008,2,HOME MANAGEMENT,5412
36,9133,Saturday,68113186480,1,PHARMACY OTC,256
36,9133,Saturday,89299200238,1,IMPULSE MERCHANDISE,338
36,9133,Saturday,4011,1,PRODUCE,5501
36,9133,Saturday,4856407002,1,COMM BREAD,3706
36,9133,Saturday,4029,1,PRODUCE,6201
36,9133,Saturday,9853,1,BAKERY,5040
36,9133,Saturday,68113186502,1,PHARMACY OTC,279
999,9135,Saturday,60538811084,-1,SHOES,8967
8,9136,Saturday,74759960765,1,"CANDY, TOBACCO, COOKIES",84
8,9136,Saturday,4118600041,1,"CANDY, TOBACCO, COOKIES",77
8,9136,Saturday,2840043143,1,IMPULSE MERCHANDISE,808
3,9152,Saturday,68113176761,1,FINANCIAL SERVICES,283
9,9167,Saturday,1470861229,1,INFANT CONSUMABLE HARDLINES,2000
37,9206,Saturday,4011,1,PRODUCE,5501
37,9206,Saturday,3082,1,PRODUCE,8400
37,9206,Saturday,2529300099,1,DAIRY,1511
37,9206,Saturday,78035378403,1,PRODUCE,3601
37,9206,Saturday,3338365101,1,PRODUCE,7502
37,9206,Saturday,1480021073,1,GROCERY DRY GOODS,2763
37,9206,Saturday,1480021080,1,GROCERY DRY GOODS,2763
37,9206,Saturday,3663200282,1,DAIRY,7954
37,9206,Saturday,3660081401,1,PHARMACY OTC,1181
37,9206,Saturday,68113168758,1,PHARMACY OTC,3534
37,9206,Saturday,4062,1,PRODUCE,8104
37,9206,Saturday,3338366001,1,PRODUCE,7703
37,9206,Saturday,2740026495,1,DAIRY,1221
37,9206,Saturday,2200000484,1,IMPULSE MERCHANDISE,135
37,9206,Saturday,7348460020,1,GROCERY DRY GOODS,3552
37,9206,Saturday,30521046608,1,BEAUTY,3010
37,9206,Saturday,68113168762,1,PHARMACY OTC,3533
37,9206,Saturday,2840023988,1,DSD GROCERY,4402
7,9217,Saturday,4300095369,1,DSD GROCERY,4623
7,9217,Saturday,2265570177,1,MEAT - FRESH & FROZEN,6160
7,9217,Saturday,7874223180,1,DSD GROCERY,1108
7,9217,Saturday,7874222913,1,COMM BREAD,3716
7,9217,Saturday,7874202878,1,DSD GROCERY,1108
8,9229,Saturday,31254742268,1,PERSONAL CARE,801
24,9230,Saturday,3426445197,1,COOK AND DINE,582
35,9333,Saturday,1410008547,1,DSD GROCERY,3986
35,9333,Saturday,4400003122,1,DSD GROCERY,3717
35,9333,Saturday,3500076387,1,PERSONAL CARE,203
35,9333,Saturday,2840042736,1,DSD GROCERY,3702
35,9333,Saturday,980012301,1,IMPULSE MERCHANDISE,115
35,9333,Saturday,7047047804,1,DAIRY,1343
35,9333,Saturday,4400003211,2,IMPULSE MERCHANDISE,804
35,9333,Saturday,3663205590,1,DAIRY,1443
35,9333,Saturday,3400000241,1,IMPULSE MERCHANDISE,100
9,9350,Saturday,4650104526,2,FABRICS AND CRAFTS,403
9,9350,Saturday,4650105611,1,FABRICS AND CRAFTS,403
35,9361,Saturday,4900004573,1,DSD GROCERY,4611
35,9361,Saturday,7618316372,1,DSD GROCERY,3054
35,9361,Saturday,7066208729,1,GROCERY DRY GOODS,3114
35,9361,Saturday,4178900143,1,GROCERY DRY GOODS,3120
32,9367,Saturday,8.90E+11,1,MENS WEAR,4626
32,9367,Saturday,9001401753,1,INFANT CONSUMABLE HARDLINES,513
32,9367,Saturday,,1,NULL,
32,9367,Saturday,72783384605,1,JEWELRY AND SUNGLASSES,552
32,9367,Saturday,72783384605,-1,JEWELRY AND SUNGLASSES,552
32,9367,Saturday,66317711013,1,"GIRLS WEAR, 4-6X  AND 7-14",2528
22,9489,Saturday,68113146701,1,1-HR PHOTO,150
22,9489,Saturday,68113186454,1,1-HR PHOTO,150
32,9533,Saturday,4721376107,1,INFANT APPAREL,1111
32,9533,Saturday,88851067067,1,INFANT APPAREL,6641
32,9533,Saturday,3700086341,2,INFANT CONSUMABLE HARDLINES,212
32,9533,Saturday,4721376099,1,INFANT APPAREL,413
32,9533,Saturday,4721376060,1,INFANT APPAREL,1106
32,9533,Saturday,4380700032,1,LAWN AND GARDEN,50
32,9533,Saturday,4900001463,1,DSD GROCERY,9538
40,9559,Saturday,1590013401,1,PRE PACKED DELI,7501
40,9559,Saturday,4050,1,PRODUCE,6501
40,9559,Saturday,71722621620,1,PERSONAL CARE,5049
40,9559,Saturday,4190007638,1,DAIRY,1514
40,9559,Saturday,2840019914,1,DSD GROCERY,9251
40,9559,Saturday,2840033579,1,DSD GROCERY,8251
40,9559,Saturday,4000049087,1,IMPULSE MERCHANDISE,115
40,9559,Saturday,2840043393,1,IMPULSE MERCHANDISE,808
40,9559,Saturday,4022,1,PRODUCE,2005
40,9559,Saturday,5200033877,1,DSD GROCERY,4606
40,9559,Saturday,4900003165,1,DSD GROCERY,9205
40,9559,Saturday,81547301182,1,DAIRY,7978
40,9559,Saturday,7618316364,1,DSD GROCERY,3054
40,9559,Saturday,7874201184,1,HOUSEHOLD CHEMICALS/SUPP,1025
40,9559,Saturday,4011,1,PRODUCE,5501
40,9559,Saturday,4510006061,1,DSD GROCERY,4305
40,9559,Saturday,5100012573,2,DSD GROCERY,4649
40,9559,Saturday,3786744401,1,PHARMACY OTC,279
40,9559,Saturday,4400003258,1,DSD GROCERY,2758
40,9559,Saturday,7976503128,1,DSD GROCERY,9206
40,9559,Saturday,1254660002,1,IMPULSE MERCHANDISE,135
40,9559,Saturday,3500053031,1,HOUSEHOLD CHEMICALS/SUPP,55
40,9559,Saturday,2265571555,1,MEAT - FRESH & FROZEN,6158
40,9559,Saturday,60538818863,1,HOUSEHOLD PAPER GOODS,6030
40,9559,Saturday,78035378403,2,PRODUCE,3601
40,9559,Saturday,2100000736,1,DAIRY,7956
40,9559,Saturday,2200001553,1,IMPULSE MERCHANDISE,135
40,9559,Saturday,7524320132,1,FROZEN FOODS,1853
40,9559,Saturday,85103500332,1,FROZEN FOODS,1851
37,9586,Saturday,4082,1,PRODUCE,4020
37,9586,Saturday,9741907031,1,PRODUCE,4122
37,9586,Saturday,20966500000,1,SERVICE DELI,7010
37,9586,Saturday,7373108304,1,DSD GROCERY,7950
37,9586,Saturday,22501100000,1,SERVICE DELI,8003
37,9586,Saturday,4065,1,PRODUCE,8101
37,9586,Saturday,1200002224,1,DSD GROCERY,3052
37,9586,Saturday,7874206429,1,PRE PACKED DELI,7550
37,9586,Saturday,4900002979,1,DSD GROCERY,9546
37,9586,Saturday,68113132886,1,PRODUCE,8205
37,9586,Saturday,6827473441,1,DSD GROCERY,2351
37,9586,Saturday,68113109120,1,PRODUCE,7648
37,9586,Saturday,25107100000,2,MEAT - FRESH & FROZEN,9328
37,9587,Saturday,30521017900,1,PERSONAL CARE,3010
37,9587,Saturday,20761000000,1,MEAT - FRESH & FROZEN,6584
37,9587,Saturday,3800010163,1,FROZEN FOODS,1201
37,9587,Saturday,7251222989,1,OFFICE SUPPLIES,3622
37,9587,Saturday,80859474128,1,LADIESWEAR,2064
37,9587,Saturday,5113187019,1,PAINT AND ACCESSORIES,4003
37,9587,Saturday,78615000014,1,"LIQUOR,WINE,BEER",1107
37,9587,Saturday,7562055619,1,MEAT - FRESH & FROZEN,6005
37,9587,Saturday,4470001991,1,PRE PACKED DELI,7202
37,9587,Saturday,1200010950,2,DSD GROCERY,3403
37,9587,Saturday,65876136961,1,MEAT - FRESH & FROZEN,5502
37,9587,Saturday,2529300149,1,DAIRY,1511
37,9587,Saturday,78035378403,1,PRODUCE,3601
37,9587,Saturday,60538871461,1,DAIRY,9101
37,9587,Saturday,94011,1,PRODUCE,5504
40,9600,Saturday,7639700128,1,GROCERY DRY GOODS,2995
40,9600,Saturday,5200000179,1,DSD GROCERY,3006
40,9600,Saturday,60538871461,1,DAIRY,9101
40,9600,Saturday,30997118586,1,PERSONAL CARE,5462
40,9600,Saturday,2924300002,1,GROCERY DRY GOODS,2997
40,9600,Saturday,1200001311,1,DSD GROCERY,9205
40,9600,Saturday,2924300010,1,GROCERY DRY GOODS,2997
40,9600,Saturday,4011,1,PRODUCE,5501
40,9600,Saturday,30521004400,1,BEAUTY,4501
40,9600,Saturday,9047833100,1,GROCERY DRY GOODS,2998
40,9600,Saturday,7874235187,1,DAIRY,1508
40,9600,Saturday,4178900121,1,GROCERY DRY GOODS,3120
40,9600,Saturday,3700052876,1,PERSONAL CARE,203
40,9600,Saturday,4900001463,1,DSD GROCERY,9538
40,9600,Saturday,5100012773,1,DSD GROCERY,4649
40,9600,Saturday,4178900125,3,GROCERY DRY GOODS,3120
40,9600,Saturday,73525700031,1,GROCERY DRY GOODS,2707
40,9600,Saturday,7874204009,1,HOUSEHOLD PAPER GOODS,3011
40,9600,Saturday,73525700024,1,GROCERY DRY GOODS,2707
40,9600,Saturday,73525700033,1,GROCERY DRY GOODS,2707
40,9600,Saturday,73525700039,2,GROCERY DRY GOODS,2707
40,9600,Saturday,73525700032,1,GROCERY DRY GOODS,2707
40,9600,Saturday,4460031012,1,HOUSEHOLD CHEMICALS/SUPP,1014
40,9600,Saturday,3485600408,1,IMPULSE MERCHANDISE,801
40,9600,Saturday,8768400518,1,DSD GROCERY,4624
40,9600,Saturday,7314918518,1,HOME MANAGEMENT,6600
22,9615,Saturday,60538818743,1,FROZEN FOODS,1754
22,9615,Saturday,2580002622,1,FROZEN FOODS,1904
22,9615,Saturday,30573015040,1,PHARMACY OTC,2005
22,9615,Saturday,3400000239,1,IMPULSE MERCHANDISE,100
22,9615,Saturday,2454397160,1,MEDIA AND GAMING,9636
30,9623,Saturday,1714956429,1,MENS WEAR,1995
30,9623,Saturday,4282561249,1,MENS WEAR,8313
30,9623,Saturday,4000032438,1,"CANDY, TOBACCO, COOKIES",224
30,9623,Saturday,60538806831,1,SHOES,1480
30,9623,Saturday,2521537050,1,ELECTRONICS,4805
30,9623,Saturday,31254742261,1,PERSONAL CARE,801
30,9623,Saturday,70939083437,1,MENS WEAR,2252
30,9623,Saturday,88392939063,1,MEDIA AND GAMING,9640
9,9671,Saturday,6282599929,1,BOOKS AND MAGAZINES,27
9,9671,Saturday,18732400509,1,HORTICULTURE AND ACCESS,6450
9,9671,Saturday,2253206947,1,HORTICULTURE AND ACCESS,7391
8,9687,Saturday,2840016190,1,IMPULSE MERCHANDISE,808
8,9687,Saturday,3114627060,1,GROCERY DRY GOODS,2257
8,9687,Saturday,68113106756,1,SERVICE DELI,4010
8,9687,Saturday,82342098035,-1,HOME DECOR,6003
8,9687,Saturday,82342098035,1,HOME DECOR,6003
999,9702,Saturday,7033073231,-1,PERSONAL CARE,1403
999,9702,Saturday,1780010964,-1,PETS AND SUPPLIES,609
999,9702,Saturday,1780010968,-1,PETS AND SUPPLIES,609
39,9722,Saturday,7874298136,1,BAKERY,5006
39,9722,Saturday,8312000037,1,"LIQUOR,WINE,BEER",2000
39,9722,Saturday,4280011500,1,FROZEN FOODS,1951
39,9722,Saturday,7874223030,1,GROCERY DRY GOODS,2755
39,9722,Saturday,1820000080,2,"LIQUOR,WINE,BEER",1316
39,9722,Saturday,4154875385,1,FROZEN FOODS,1853
39,9722,Saturday,1820000081,1,"LIQUOR,WINE,BEER",1316
39,9722,Saturday,68670010140,1,DSD GROCERY,4052
42,9731,Saturday,88882301755,1,MENS WEAR,5223
42,9731,Saturday,7084781116,1,DSD GROCERY,3467
42,9731,Saturday,7214045231,1,BEAUTY,4020
42,9731,Saturday,2264300844,1,SPORTING GOODS,8114
22,9770,Saturday,68113169402,1,1-HR PHOTO,110
22,9770,Saturday,68113117219,1,1-HR PHOTO,150
22,9770,Saturday,3855537007,1,FABRICS AND CRAFTS,8009
5,9787,Saturday,18053000081,1,PHARMACY OTC,528
24,9797,Saturday,4000029476,1,"CANDY, TOBACCO, COOKIES",521
24,9797,Saturday,7286725030,1,COOK AND DINE,2725
24,9797,Saturday,7217923038,1,COOK AND DINE,369
24,9797,Saturday,4900000977,1,DSD GROCERY,9211
24,9797,Saturday,7169118182,1,HOME MANAGEMENT,8954
24,9797,Saturday,81891401423,1,COOK AND DINE,3720
24,9797,Saturday,7128785817,1,COOK AND DINE,379
40,9885,Saturday,7225003706,1,COMM BREAD,3702
40,9885,Saturday,7142901228,1,GROCERY DRY GOODS,3804
40,9885,Saturday,7104102200,1,DSD GROCERY,4754
40,9885,Saturday,72135500202,1,GROCERY DRY GOODS,2809
40,9885,Saturday,7142909495,1,GROCERY DRY GOODS,3804
40,9885,Saturday,7756701278,1,FROZEN FOODS,1855
40,9885,Saturday,2500001970,1,DAIRY,1407
40,9885,Saturday,3800011455,1,FROZEN FOODS,2112
40,9885,Saturday,4900006633,1,DSD GROCERY,9570
40,9885,Saturday,2840022053,1,DSD GROCERY,7002
40,9885,Saturday,3700088763,1,HOUSEHOLD CHEMICALS/SUPP,8910
40,9885,Saturday,2410010391,1,DSD GROCERY,4403
40,9885,Saturday,4133103828,1,GROCERY DRY GOODS,4292
40,9885,Saturday,2840033399,1,IMPULSE MERCHANDISE,808
40,9885,Saturday,4767720431,1,FROZEN FOODS,1851
40,9885,Saturday,7539104767,1,SEAFOOD,1028
40,9885,Saturday,3800011344,1,DSD GROCERY,3353
40,9885,Saturday,2700038184,1,GROCERY DRY GOODS,2301
40,9885,Saturday,3400000168,1,GROCERY DRY GOODS,3402
40,9885,Saturday,2500004670,1,DAIRY,1404
40,9885,Saturday,3700022205,1,HOUSEHOLD CHEMICALS/SUPP,130
40,9885,Saturday,7874298761,1,BAKERY,5017
40,9885,Saturday,7874208676,1,DAIRY,1505
40,9885,Saturday,3450015129,1,DAIRY,1202
40,9885,Saturday,3800084500,1,DSD GROCERY,3353
40,9885,Saturday,89000000111,1,GROCERY DRY GOODS,2765
40,9885,Saturday,4184000002,1,PERSONAL CARE,3110
40,9885,Saturday,2500004769,1,DAIRY,1407
40,9885,Saturday,7800020640,1,DSD GROCERY,2455
40,9885,Saturday,7279903542,1,IMPULSE MERCHANDISE,125
40,9885,Saturday,3800055674,1,DSD GROCERY,4679
40,9885,Saturday,7797508007,1,DSD GROCERY,9254
40,9885,Saturday,60069900154,1,GROCERY DRY GOODS,4502
40,9885,Saturday,2430004157,1,COMM BREAD,3707
40,9885,Saturday,4133500027,1,GROCERY DRY GOODS,2453
40,9885,Saturday,4184000106,1,PERSONAL CARE,3110
40,9885,Saturday,71514172928,1,DAIRY,9020
40,9885,Saturday,3620000444,1,GROCERY DRY GOODS,2401
40,9885,Saturday,1330054601,1,GROCERY DRY GOODS,4053
40,9885,Saturday,7874235322,1,GROCERY DRY GOODS,4601
40,9885,Saturday,4150001318,1,GROCERY DRY GOODS,2353
40,9885,Saturday,67984410955,1,FROZEN FOODS,2112
40,9885,Saturday,7874222953,1,DSD GROCERY,4636
40,9885,Saturday,7675333696,2,COOK AND DINE,3755
40,9885,Saturday,2900007345,1,DSD GROCERY,3560
40,9885,Saturday,2100002696,1,GROCERY DRY GOODS,2452
40,9885,Saturday,3400013851,1,IMPULSE MERCHANDISE,115
40,9885,Saturday,7630184002,1,DSD GROCERY,4621
40,9885,Saturday,5150025516,1,GROCERY DRY GOODS,2651
40,9885,Saturday,7874201601,1,DSD GROCERY,4676
40,9885,Saturday,7047044343,1,DAIRY,1345
40,9885,Saturday,3800084917,1,DSD GROCERY,3353
40,9885,Saturday,7142902484,1,GROCERY DRY GOODS,4159
40,9885,Saturday,3450015135,1,DAIRY,1201
29,9886,Saturday,1675122042,1,TOYS,6115
39,9888,Saturday,7418227083,1,PERSONAL CARE,3185
39,9888,Saturday,9392251092,1,IMPULSE MERCHANDISE,125
39,9888,Saturday,76744978001,1,JEWELRY AND SUNGLASSES,6808
39,9888,Saturday,71470610060,1,PHARMACY OTC,4081
39,9888,Saturday,2840016208,1,IMPULSE MERCHANDISE,808
39,9888,Saturday,2840016201,1,IMPULSE MERCHANDISE,808
