TripType,DOW,UniqueItems,TotalQty,RtrnQty,NetQty,UniqDepts,OneItemDepts,RtrnDepts
40,Sunday,33,44,0,44,9,1,0
40,Sunday,31,32,0,32,9,3,0
40,Sunday,22,28,3,25,8,2,1
40,Sunday,27,32,0,32,8,1,0
40,Sunday,23,30,0,30,8,1,0
40,Sunday,17,20,0,20,7,5,0
40,Sunday,26,35,0,35,11,4,0
40,Sunday,28,30,0,30,13,6,0
40,Sunday,26,34,0,34,10,3,0
40,Sunday,55,79,0,79,9,1,0
40,Sunday,33,34,0,34,9,2,0
40,Sunday,18,20,0,20,9,5,0
40,Sunday,17,20,0,20,8,3,0
40,Sunday,32,50,1,49,11,3,1
40,Monday,15,19,0,19,8,4,0
40,Monday,22,24,0,24,9,3,0
40,Monday,35,48,1,47,12,3,1
40,Monday,24,39,1,38,8,4,1
40,Monday,42,55,0,55,14,7,0
40,Monday,39,42,1,41,14,5,1
40,Monday,24,25,0,25,8,3,0
40,Monday,21,21,0,21,8,4,0
40,Monday,26,32,2,30,14,6,2
40,Monday,16,22,0,22,8,4,0
40,Monday,23,36,0,36,5,1,0
40,Monday,20,26,1,25,7,4,1
40,Monday,20,24,0,24,10,5,0
40,Monday,41,49,0,49,12,4,0
40,Monday,18,22,0,22,9,3,0
40,Monday,22,29,0,29,9,4,0
40,Monday,18,25,0,25,7,3,0
40,Monday,21,34,0,34,6,2,0
40,Monday,16,20,0,20,6,2,0
40,Monday,26,30,0,30,10,5,0
40,Monday,45,46,0,46,17,8,0
40,Monday,11,26,0,26,5,2,0
40,Monday,14,17,0,17,10,7,0
40,Monday,33,33,0,33,15,9,0
40,Monday,20,25,0,25,7,1,0
40,Monday,33,48,0,48,10,4,0
40,Monday,23,27,1,26,9,2,1
40,Monday,51,56,1,55,16,8,1
40,Monday,23,27,0,27,7,3,0
40,Monday,19,22,0,22,8,2,0
40,Monday,21,31,0,31,6,2,0
40,Monday,45,67,0,67,14,4,0
40,Monday,18,23,0,23,10,7,0
40,Monday,29,45,1,44,10,3,1
40,Monday,62,68,0,68,18,7,0
40,Monday,24,24,0,24,13,7,0
40,Monday,19,25,0,25,10,4,0
40,Monday,28,32,0,32,12,6,0
40,Monday,19,21,0,21,11,6,0
40,Monday,44,54,1,53,12,2,1
40,Monday,46,61,0,61,9,2,0
40,Monday,28,29,0,29,9,3,0
40,Monday,46,50,0,50,11,4,0
40,Monday,37,41,0,41,11,5,0
40,Monday,49,50,0,50,16,7,0
40,Monday,21,27,0,27,7,2,0
40,Monday,32,37,0,37,14,5,0
40,Monday,60,78,0,78,13,4,0
40,Monday,12,20,0,20,7,6,0
40,Monday,25,29,0,29,10,5,0
40,Monday,53,54,0,54,18,8,0
40,Monday,27,33,1,32,11,4,1
40,Monday,40,47,0,47,12,5,0
40,Monday,52,67,0,67,16,6,0
40,Monday,48,58,1,57,15,4,1
40,Monday,24,34,0,34,9,3,0
40,Monday,16,21,0,21,11,7,0
40,Monday,22,24,0,24,9,3,0
40,Monday,33,35,0,35,13,6,0
40,Monday,57,62,0,62,13,6,0
40,Monday,20,26,0,26,4,0,0
40,Monday,21,27,0,27,8,2,0
40,Monday,19,23,0,23,9,4,0
40,Monday,28,30,0,30,15,8,0
40,Monday,26,29,0,29,11,4,0
40,Monday,15,20,0,20,10,6,0
40,Monday,19,20,0,20,11,6,0
40,Monday,34,67,0,67,9,4,0
40,Monday,35,74,0,74,7,3,0
40,Monday,33,35,0,35,11,4,0
40,Monday,20,26,2,24,7,1,1
40,Monday,33,38,0,38,10,3,0
40,Monday,35,37,0,37,9,3,0
40,Monday,14,24,0,24,6,2,0
40,Monday,20,25,1,24,8,3,1
40,Monday,52,65,0,65,15,7,0
40,Monday,27,33,0,33,5,2,0
40,Monday,31,33,0,33,8,2,0
40,Monday,13,21,0,21,4,2,0
40,Monday,27,33,0,33,8,3,0
40,Monday,16,18,0,18,7,3,0
40,Monday,52,55,0,55,10,1,0
40,Monday,23,30,0,30,11,5,0
40,Monday,25,26,0,26,10,5,0
40,Monday,19,20,0,20,10,4,0
40,Monday,18,25,0,25,5,0,0
40,Monday,48,51,0,51,11,1,0
40,Monday,28,32,0,32,10,2,0
40,Monday,33,46,0,46,8,1,0
40,Monday,19,26,0,26,9,3,0
40,Monday,22,23,0,23,8,2,0
40,Monday,21,22,0,22,9,4,0
40,Monday,20,20,0,20,10,5,0
40,Monday,41,48,0,48,10,2,0
40,Monday,19,24,0,24,7,2,0
40,Monday,33,37,0,37,15,8,0
40,Monday,22,23,1,22,14,10,1
40,Monday,15,16,0,16,8,4,0
40,Monday,13,21,0,21,7,5,0
40,Monday,52,66,0,66,10,3,0
40,Monday,25,28,0,28,9,2,0
40,Monday,26,32,1,31,7,3,1
40,Monday,56,61,1,60,10,4,1
40,Monday,22,24,0,24,6,0,0
40,Monday,17,18,0,18,7,3,0
40,Monday,21,22,0,22,7,5,0
40,Monday,18,20,0,20,8,4,0
40,Monday,48,53,1,52,8,2,1
40,Monday,27,41,1,40,9,2,1
40,Monday,28,29,0,29,13,6,0
40,Monday,20,21,0,21,8,3,0
40,Monday,18,27,7,20,7,3,1
40,Monday,48,53,2,51,10,1,1
40,Monday,37,38,0,38,11,5,0
40,Monday,25,26,0,26,12,5,0
40,Monday,22,24,0,24,9,2,0
40,Monday,20,23,0,23,14,10,0
40,Monday,17,25,0,25,8,3,0
40,Monday,32,39,0,39,8,2,0
40,Monday,20,31,0,31,8,1,0
40,Monday,37,39,0,39,8,3,0
40,Monday,18,22,0,22,6,2,0
40,Monday,22,22,0,22,11,5,0
40,Monday,20,25,0,25,8,4,0
40,Monday,33,41,0,41,14,8,0
40,Monday,18,22,0,22,12,8,0
40,Monday,11,18,0,18,6,4,0
40,Monday,57,66,0,66,18,8,0
40,Monday,24,25,0,25,6,0,0
40,Monday,44,45,0,45,14,6,0
40,Monday,24,29,0,29,9,3,0
40,Monday,38,39,1,38,13,1,1
40,Monday,23,24,0,24,11,8,0
40,Monday,14,21,1,20,6,2,1
40,Monday,18,20,0,20,8,4,0
40,Monday,36,39,0,39,16,6,0
40,Monday,40,45,0,45,10,1,0
40,Monday,25,32,0,32,8,3,0
40,Monday,65,67,0,67,16,4,0
40,Monday,25,37,0,37,10,4,0
40,Monday,28,32,0,32,10,3,0
40,Monday,27,29,0,29,10,2,0
40,Monday,20,25,0,25,6,2,0
40,Monday,23,23,0,23,8,1,0
40,Monday,22,24,1,23,9,6,1
40,Monday,30,42,0,42,9,2,0
40,Monday,27,28,0,28,12,5,0
40,Monday,48,58,0,58,11,4,0
40,Monday,21,21,0,21,11,6,0
40,Monday,22,23,0,23,6,2,0
40,Monday,16,38,0,38,4,2,0
40,Monday,26,33,0,33,8,2,0
40,Monday,47,53,2,51,10,4,1
40,Monday,27,38,1,37,12,6,1
40,Monday,24,27,0,27,10,5,0
40,Monday,16,20,0,20,8,5,0
40,Monday,20,22,0,22,6,3,0
40,Monday,43,52,0,52,14,6,0
40,Monday,22,25,1,24,11,6,1
40,Monday,24,26,0,26,9,1,0
40,Monday,31,31,0,31,14,4,0
40,Monday,23,38,0,38,10,5,0
40,Monday,36,47,0,47,16,9,0
40,Monday,17,25,0,25,4,1,0
40,Monday,32,38,1,37,14,5,1
40,Monday,22,28,1,27,8,3,1
40,Monday,20,22,0,22,8,3,0
40,Monday,23,25,0,25,9,3,0
40,Monday,26,28,1,27,10,2,1
40,Monday,17,23,0,23,10,6,0
40,Monday,28,32,0,32,9,4,0
40,Monday,22,28,0,28,9,4,0
40,Monday,36,48,0,48,11,4,0
40,Monday,35,38,0,38,11,5,0
40,Monday,45,65,1,64,14,4,1
40,Monday,24,32,0,32,11,5,0
40,Monday,30,40,0,40,11,4,0
40,Monday,55,60,0,60,14,5,0
40,Monday,43,67,0,67,17,9,0
40,Monday,13,21,0,21,7,5,0
40,Monday,16,24,0,24,6,3,0
40,Monday,65,68,0,68,13,4,0
40,Monday,15,26,0,26,7,2,0
40,Monday,26,42,1,41,9,3,1
40,Monday,12,22,0,22,7,3,0
40,Monday,26,31,0,31,10,2,0
40,Monday,30,31,0,31,12,4,0
40,Monday,36,44,1,43,8,3,1
40,Monday,38,39,0,39,10,2,0
40,Monday,29,31,0,31,12,4,0
40,Monday,25,29,1,28,7,2,1
40,Monday,20,24,0,24,7,2,0
40,Monday,25,26,0,26,7,0,0
40,Monday,18,22,0,22,11,7,0
40,Monday,23,25,0,25,10,5,0
40,Monday,20,21,0,21,8,5,0
40,Monday,62,76,0,76,10,4,0
40,Monday,14,22,0,22,5,1,0
40,Monday,17,24,0,24,4,0,0
40,Monday,78,88,1,87,14,5,1
40,Monday,13,20,0,20,7,3,0
40,Monday,24,30,0,30,9,1,0
40,Monday,38,47,3,44,13,5,1
40,Monday,19,23,0,23,7,2,0
40,Monday,14,23,0,23,6,2,0
40,Monday,49,59,0,59,12,4,0
40,Monday,29,33,0,33,9,3,0
40,Monday,13,19,0,19,5,2,0
40,Monday,13,27,0,27,5,2,0
40,Monday,37,44,2,42,12,5,1
40,Monday,22,24,0,24,9,4,0
40,Tuesday,44,52,0,52,10,3,0
40,Tuesday,11,25,0,25,3,2,0
40,Tuesday,32,37,0,37,10,1,0
40,Tuesday,14,29,0,29,10,8,0
40,Tuesday,17,22,0,22,4,0,0
40,Tuesday,32,41,0,41,11,5,0
40,Tuesday,11,11,0,11,8,6,0
40,Tuesday,15,27,0,27,7,2,0
40,Tuesday,11,23,0,23,6,3,0
40,Tuesday,25,53,0,53,4,1,0
40,Tuesday,18,20,0,20,6,2,0
40,Tuesday,19,23,1,22,8,2,1
40,Tuesday,29,34,1,33,12,6,1
40,Tuesday,36,37,0,37,9,3,0
40,Tuesday,25,29,0,29,11,4,0
40,Tuesday,21,30,0,30,12,7,0
40,Tuesday,53,57,0,57,10,3,0
40,Tuesday,17,25,0,25,10,7,0
40,Tuesday,57,70,0,70,16,6,0
40,Tuesday,45,48,0,48,8,0,0
40,Tuesday,31,39,0,39,10,5,0
40,Tuesday,42,44,0,44,14,6,0
40,Tuesday,23,24,1,23,10,4,1
40,Tuesday,22,22,0,22,9,4,0
40,Tuesday,23,24,0,24,12,7,0
40,Tuesday,12,20,0,20,7,3,0
40,Tuesday,15,23,0,23,6,2,0
40,Tuesday,11,14,0,14,7,4,0
40,Tuesday,7,13,0,13,3,2,0
40,Tuesday,13,23,0,23,9,6,0
40,Tuesday,21,24,0,24,7,3,0
40,Tuesday,23,32,0,32,12,6,0
40,Tuesday,13,31,0,31,6,2,0
40,Tuesday,18,20,0,20,9,5,0
40,Tuesday,18,21,0,21,7,4,0
40,Tuesday,40,40,0,40,9,2,0
40,Tuesday,24,27,0,27,9,3,0
40,Tuesday,20,26,0,26,8,3,0
40,Tuesday,34,37,1,36,11,3,1
40,Tuesday,17,24,0,24,7,4,0
40,Tuesday,51,59,0,59,9,3,0
40,Tuesday,32,34,0,34,13,7,0
40,Tuesday,55,63,0,63,11,4,0
40,Tuesday,30,38,0,38,9,3,0
40,Tuesday,26,30,0,30,9,5,0
40,Tuesday,20,22,0,22,7,2,0
40,Tuesday,70,79,0,79,14,6,0
40,Tuesday,27,32,0,32,8,4,0
40,Tuesday,20,24,0,24,9,3,0
40,Tuesday,27,29,0,29,16,9,0
40,Tuesday,27,32,0,32,12,7,0
40,Tuesday,17,29,3,26,11,7,1
40,Tuesday,20,23,0,23,12,7,0
40,Tuesday,27,32,0,32,10,1,0
40,Tuesday,33,36,1,35,14,7,1
40,Tuesday,24,33,0,33,9,4,0
40,Tuesday,26,30,0,30,10,5,0
40,Tuesday,20,22,0,22,6,3,0
40,Tuesday,32,40,0,40,11,4,0
40,Tuesday,18,25,0,25,5,1,0
40,Tuesday,22,23,0,23,4,0,0
40,Tuesday,24,32,0,32,9,2,0
40,Tuesday,28,33,0,33,12,6,0
40,Tuesday,17,20,0,20,9,6,0
40,Tuesday,39,39,0,39,8,3,0
40,Tuesday,45,58,0,58,13,1,0
40,Tuesday,45,48,0,48,14,5,0
40,Tuesday,23,35,0,35,11,5,0
40,Tuesday,33,38,1,37,13,7,1
40,Tuesday,26,30,0,30,9,3,0
40,Tuesday,16,20,0,20,9,6,0
40,Tuesday,15,18,0,18,8,4,0
40,Tuesday,30,34,0,34,9,4,0
40,Tuesday,32,44,0,44,11,5,0
40,Tuesday,46,74,1,73,10,0,1
40,Tuesday,24,43,0,43,4,3,0
40,Tuesday,27,30,0,30,13,7,0
40,Tuesday,16,23,0,23,8,5,0
40,Tuesday,43,55,0,55,15,5,0
40,Tuesday,22,24,0,24,5,1,0
40,Tuesday,56,70,0,70,5,0,0
40,Tuesday,22,23,0,23,11,6,0
40,Tuesday,55,64,0,64,12,4,0
40,Tuesday,30,30,0,30,11,6,0
40,Tuesday,20,22,0,22,8,4,0
40,Tuesday,21,25,1,24,11,7,1
40,Tuesday,19,21,0,21,7,3,0
40,Tuesday,16,23,0,23,9,4,0
40,Tuesday,19,21,0,21,7,2,0
40,Tuesday,21,22,0,22,8,1,0
40,Tuesday,21,21,0,21,12,9,0
40,Tuesday,25,25,0,25,11,4,0
40,Tuesday,17,18,0,18,6,1,0
40,Tuesday,16,26,0,26,6,3,0
40,Tuesday,21,22,0,22,12,7,0
40,Tuesday,23,27,2,25,7,2,1
40,Tuesday,22,28,1,27,9,4,1
40,Tuesday,16,20,0,20,8,3,0
40,Tuesday,18,25,0,25,7,3,0
40,Tuesday,18,22,0,22,8,2,0
40,Tuesday,21,21,0,21,8,2,0
40,Tuesday,18,22,0,22,8,4,0
40,Tuesday,18,20,0,20,12,9,0
40,Tuesday,29,29,1,28,10,1,1
40,Tuesday,29,31,0,31,12,2,0
40,Tuesday,21,22,0,22,11,5,0
40,Tuesday,16,21,0,21,9,6,0
40,Tuesday,19,21,0,21,10,5,0
40,Tuesday,20,22,0,22,11,6,0
40,Tuesday,22,30,0,30,7,1,0
40,Tuesday,21,28,0,28,8,3,0
40,Tuesday,52,69,0,69,13,6,0
40,Tuesday,22,28,0,28,6,1,0
40,Tuesday,29,36,2,34,10,5,1
40,Tuesday,21,26,0,26,8,4,0
40,Tuesday,43,51,0,51,11,3,0
40,Tuesday,23,26,0,26,13,8,0
40,Tuesday,34,44,0,44,11,5,0
40,Tuesday,29,33,0,33,11,4,0
40,Tuesday,14,24,0,24,8,6,0
40,Tuesday,17,21,0,21,6,3,0
40,Tuesday,22,22,0,22,4,1,0
40,Tuesday,24,30,0,30,13,6,0
40,Tuesday,18,20,0,20,7,4,0
40,Tuesday,58,64,0,64,20,10,0
40,Tuesday,18,19,0,19,8,2,0
40,Tuesday,30,33,1,32,8,4,1
40,Tuesday,19,25,0,25,8,3,0
40,Tuesday,13,20,0,20,8,6,0
40,Tuesday,17,24,0,24,6,3,0
40,Tuesday,22,24,0,24,7,3,0
40,Tuesday,25,28,0,28,10,6,0
40,Tuesday,32,36,0,36,11,4,0
40,Tuesday,49,51,0,51,11,3,0
40,Tuesday,17,20,0,20,6,3,0
40,Tuesday,28,36,0,36,9,2,0
40,Tuesday,38,38,0,38,13,5,0
40,Tuesday,72,95,0,95,10,1,0
40,Tuesday,28,30,0,30,8,2,0
40,Tuesday,19,27,1,26,8,2,1
40,Tuesday,18,25,0,25,9,6,0
40,Tuesday,18,28,0,28,5,1,0
40,Tuesday,29,32,0,32,11,7,0
40,Tuesday,55,65,2,63,15,6,2
40,Tuesday,15,29,0,29,6,2,0
40,Tuesday,19,20,0,20,7,4,0
40,Tuesday,18,30,0,30,7,2,0
40,Tuesday,18,26,0,26,4,2,0
40,Tuesday,54,62,0,62,16,8,0
40,Tuesday,15,18,0,18,8,2,0
40,Tuesday,8,10,0,10,6,5,0
40,Wednesday,19,20,0,20,8,3,0
40,Wednesday,34,39,0,39,17,9,0
40,Wednesday,20,28,0,28,9,5,0
40,Wednesday,33,36,0,36,10,3,0
40,Wednesday,30,37,2,35,12,4,1
40,Wednesday,17,26,0,26,9,6,0
40,Wednesday,20,22,0,22,10,5,0
40,Wednesday,35,35,0,35,14,5,0
40,Wednesday,60,79,1,78,10,1,1
40,Wednesday,21,24,0,24,9,3,0
40,Wednesday,21,25,0,25,8,1,0
40,Wednesday,36,43,0,43,9,4,0
40,Wednesday,44,55,0,55,12,6,0
40,Wednesday,19,23,0,23,7,2,0
40,Wednesday,14,21,0,21,8,5,0
40,Wednesday,19,23,0,23,7,4,0
40,Wednesday,4,5,0,5,3,2,0
40,Wednesday,59,60,0,60,17,4,0
40,Wednesday,27,28,0,28,11,6,0
40,Wednesday,36,41,1,40,13,2,1
40,Wednesday,61,68,0,68,14,6,0
40,Wednesday,56,69,1,68,21,7,1
40,Wednesday,21,25,0,25,12,8,0
40,Wednesday,24,24,0,24,11,5,0
40,Wednesday,28,42,0,42,9,5,0
40,Wednesday,35,40,1,39,11,3,1
40,Wednesday,36,41,0,41,12,5,0
40,Wednesday,23,23,0,23,10,5,0
40,Wednesday,19,19,0,19,10,5,0
40,Wednesday,37,41,0,41,9,2,0
40,Wednesday,29,32,0,32,14,8,0
40,Wednesday,15,26,0,26,3,1,0
40,Wednesday,18,26,1,25,5,1,1
40,Wednesday,14,20,0,20,5,0,0
40,Wednesday,16,20,0,20,5,2,0
40,Wednesday,15,22,0,22,7,3,0
40,Wednesday,19,22,1,21,9,5,1
40,Wednesday,16,27,0,27,5,2,0
40,Wednesday,26,28,0,28,8,2,0
40,Wednesday,20,22,1,21,8,3,1
40,Wednesday,19,21,0,21,10,5,0
40,Wednesday,17,20,0,20,8,4,0
40,Wednesday,21,27,1,26,8,4,1
40,Wednesday,19,24,0,24,9,3,0
40,Wednesday,28,28,0,28,8,2,0
40,Wednesday,18,23,0,23,8,3,0
40,Wednesday,26,28,1,27,8,3,1
40,Wednesday,29,31,0,31,13,6,0
40,Wednesday,55,66,2,64,15,2,2
40,Wednesday,28,31,0,31,7,3,0
40,Wednesday,20,24,0,24,11,7,0
40,Wednesday,20,22,0,22,8,4,0
40,Wednesday,23,25,1,24,10,6,1
40,Wednesday,15,21,0,21,6,2,0
40,Wednesday,17,20,0,20,11,7,0
40,Wednesday,47,55,0,55,11,3,0
40,Wednesday,28,31,0,31,12,7,0
40,Wednesday,26,32,0,32,8,4,0
40,Wednesday,28,33,0,33,9,4,0
40,Wednesday,18,20,0,20,9,5,0
40,Wednesday,48,56,0,56,12,4,0
40,Wednesday,20,26,0,26,12,8,0
40,Wednesday,22,23,0,23,11,5,0
40,Wednesday,20,23,1,22,10,5,1
40,Wednesday,18,20,0,20,10,5,0
40,Wednesday,35,53,0,53,9,4,0
40,Wednesday,9,9,0,9,5,3,0
40,Wednesday,14,23,1,22,7,2,1
40,Wednesday,19,21,1,20,6,3,1
40,Wednesday,20,22,0,22,10,5,0
40,Wednesday,14,14,0,14,7,3,0
40,Wednesday,19,28,0,28,9,3,0
40,Wednesday,14,23,0,23,4,0,0
40,Wednesday,15,22,0,22,7,3,0
40,Wednesday,53,57,1,56,11,2,1
40,Wednesday,31,31,0,31,11,5,0
40,Wednesday,32,35,0,35,11,5,0
40,Wednesday,25,29,0,29,6,4,0
40,Wednesday,17,26,0,26,11,7,0
40,Wednesday,26,30,0,30,9,3,0
40,Wednesday,32,44,0,44,13,7,0
40,Wednesday,31,34,0,34,10,3,0
40,Wednesday,31,35,0,35,10,3,0
40,Wednesday,27,28,0,28,10,2,0
40,Wednesday,21,23,0,23,13,9,0
40,Wednesday,39,45,0,45,17,8,0
40,Wednesday,28,41,0,41,10,5,0
40,Wednesday,18,20,0,20,9,3,0
40,Wednesday,38,42,0,42,13,5,0
40,Wednesday,16,20,0,20,4,2,0
40,Wednesday,22,27,0,27,8,3,0
40,Wednesday,30,39,0,39,7,1,0
40,Wednesday,20,27,0,27,10,4,0
40,Wednesday,26,33,2,31,11,3,1
40,Wednesday,14,20,0,20,9,5,0
40,Wednesday,19,24,0,24,8,2,0
40,Wednesday,48,60,0,60,11,1,0
40,Wednesday,18,25,0,25,9,5,0
40,Wednesday,34,37,0,37,8,3,0
40,Wednesday,27,40,0,40,8,3,0
40,Wednesday,27,28,0,28,10,4,0
40,Wednesday,25,28,0,28,10,4,0
40,Wednesday,23,28,0,28,10,6,0
40,Wednesday,32,34,0,34,10,4,0
40,Wednesday,32,33,1,32,13,6,1
40,Wednesday,20,21,0,21,10,7,0
40,Wednesday,13,16,0,16,7,4,0
40,Wednesday,28,31,0,31,12,5,0
40,Wednesday,23,32,0,32,13,6,0
40,Wednesday,22,24,0,24,11,5,0
40,Wednesday,24,28,0,28,12,4,0
40,Wednesday,18,21,0,21,8,4,0
40,Wednesday,48,49,0,49,13,4,0
40,Wednesday,17,22,0,22,11,7,0
40,Wednesday,21,21,0,21,11,4,0
40,Wednesday,41,50,0,50,11,2,0
40,Wednesday,38,45,3,42,9,2,1
40,Wednesday,28,32,0,32,13,5,0
40,Wednesday,23,75,0,75,3,0,0
40,Wednesday,23,25,0,25,6,1,0
40,Wednesday,20,20,0,20,8,2,0
40,Wednesday,84,114,1,113,14,5,1
40,Wednesday,19,20,0,20,12,8,0
40,Wednesday,26,36,1,35,10,5,1
40,Wednesday,31,33,1,32,10,4,1
40,Wednesday,21,23,1,22,9,4,1
40,Wednesday,19,21,1,20,8,3,1
40,Wednesday,14,43,0,43,6,4,0
40,Wednesday,30,33,0,33,12,6,0
40,Wednesday,19,22,0,22,7,4,0
40,Wednesday,20,21,0,21,9,5,0
40,Wednesday,17,22,0,22,8,3,0
40,Wednesday,17,23,0,23,8,4,0
40,Wednesday,21,29,0,29,7,4,0
40,Wednesday,31,36,0,36,8,3,0
40,Wednesday,18,18,0,18,10,6,0
40,Wednesday,16,21,0,21,10,7,0
40,Wednesday,13,21,0,21,7,4,0
40,Wednesday,20,24,0,24,12,9,0
40,Wednesday,15,21,0,21,6,2,0
40,Wednesday,28,37,0,37,9,3,0
40,Wednesday,22,25,0,25,9,3,0
40,Thursday,22,31,0,31,10,5,0
40,Thursday,29,32,2,30,9,4,1
40,Thursday,38,43,0,43,10,3,0
40,Thursday,35,40,0,40,11,3,0
40,Thursday,50,55,0,55,13,5,0
40,Thursday,55,81,0,81,6,1,0
40,Thursday,26,26,0,26,13,7,0
40,Thursday,16,20,0,20,8,3,0
40,Thursday,47,58,0,58,12,4,0
40,Thursday,23,30,1,29,7,3,1
40,Thursday,43,46,0,46,12,3,0
40,Thursday,22,23,1,22,14,8,1
40,Thursday,24,25,0,25,8,1,0
40,Thursday,51,53,1,52,12,4,1
40,Thursday,16,22,0,22,6,2,0
40,Thursday,19,21,0,21,8,4,0
40,Thursday,33,34,0,34,12,5,0
40,Thursday,15,22,0,22,10,7,0
40,Thursday,15,25,0,25,6,3,0
40,Thursday,30,34,0,34,9,2,0
40,Thursday,29,36,0,36,13,6,0
40,Thursday,16,23,0,23,8,5,0
40,Thursday,19,31,1,30,5,0,1
40,Thursday,28,37,0,37,11,5,0
40,Thursday,25,27,0,27,12,7,0
40,Thursday,17,30,0,30,7,3,0
40,Thursday,16,21,0,21,6,3,0
40,Thursday,22,30,0,30,10,6,0
40,Thursday,20,24,0,24,7,2,0
40,Thursday,31,52,1,51,8,2,1
40,Thursday,36,41,0,41,10,3,0
40,Thursday,25,33,0,33,7,2,0
40,Thursday,23,26,0,26,10,6,0
40,Thursday,33,37,0,37,11,3,0
40,Thursday,77,84,0,84,14,4,0
40,Thursday,73,91,0,91,14,1,0
40,Thursday,25,39,0,39,8,1,0
40,Thursday,45,47,0,47,7,2,0
40,Thursday,59,78,0,78,14,4,0
40,Thursday,24,26,1,25,9,3,1
40,Thursday,24,24,0,24,8,3,0
40,Thursday,21,26,0,26,7,2,0
40,Thursday,66,108,2,106,15,8,2
40,Thursday,75,125,1,124,8,1,1
40,Thursday,20,20,0,20,9,5,0
40,Thursday,16,21,0,21,6,5,0
40,Thursday,48,48,0,48,14,5,0
40,Thursday,20,25,0,25,12,8,0
40,Thursday,21,24,0,24,11,6,0
40,Thursday,25,35,1,34,10,5,1
40,Thursday,28,30,0,30,12,7,0
40,Thursday,34,67,0,67,8,3,0
40,Thursday,10,21,0,21,6,3,0
40,Thursday,45,47,0,47,10,3,0
40,Thursday,28,34,1,33,12,6,1
40,Thursday,38,46,0,46,10,4,0
40,Thursday,40,62,0,62,12,5,0
40,Thursday,19,24,0,24,9,5,0
40,Thursday,17,23,0,23,7,4,0
40,Thursday,31,35,0,35,8,1,0
40,Thursday,44,62,1,61,13,2,1
40,Thursday,19,31,0,31,6,2,0
40,Thursday,18,20,0,20,10,4,0
40,Thursday,24,30,0,30,13,8,0
40,Thursday,21,23,0,23,9,3,0
40,Thursday,20,21,0,21,7,3,0
40,Thursday,16,29,1,28,5,1,1
40,Thursday,22,22,0,22,9,5,0
40,Thursday,14,24,0,24,9,5,0
40,Thursday,11,13,0,13,7,4,0
40,Thursday,20,24,1,23,8,3,1
40,Thursday,31,37,0,37,12,4,0
40,Thursday,28,32,0,32,12,6,0
40,Thursday,53,64,0,64,10,3,0
40,Thursday,31,35,0,35,10,3,0
40,Thursday,44,62,0,62,15,5,0
40,Thursday,24,25,0,25,12,8,0
40,Thursday,17,27,0,27,10,8,0
40,Thursday,15,22,0,22,6,3,0
40,Thursday,13,17,0,17,6,1,0
40,Thursday,25,28,1,27,12,6,1
40,Thursday,27,27,0,27,8,2,0
40,Thursday,25,25,0,25,9,3,0
40,Thursday,24,48,1,47,9,3,1
40,Thursday,37,43,0,43,12,5,0
40,Thursday,41,53,0,53,10,4,0
40,Thursday,16,21,0,21,7,5,0
40,Thursday,8,9,0,9,3,2,0
40,Thursday,22,25,0,25,8,4,0
40,Thursday,65,89,1,88,14,5,1
40,Thursday,23,28,0,28,7,1,0
40,Thursday,29,32,0,32,7,2,0
40,Thursday,39,51,0,51,13,3,0
40,Thursday,47,51,0,51,11,3,0
40,Thursday,25,30,1,29,14,6,1
40,Thursday,34,37,0,37,15,6,0
40,Thursday,14,22,0,22,8,4,0
40,Thursday,15,18,0,18,7,5,0
40,Thursday,29,31,1,30,11,4,1
40,Thursday,11,20,0,20,5,0,0
40,Thursday,33,37,0,37,11,4,0
40,Thursday,23,23,0,23,10,4,0
40,Thursday,18,22,0,22,9,6,0
40,Thursday,29,34,0,34,10,2,0
40,Thursday,31,37,1,36,12,5,1
40,Thursday,21,23,0,23,10,5,0
40,Thursday,21,23,0,23,4,2,0
40,Thursday,18,22,0,22,7,4,0
40,Thursday,31,35,0,35,13,7,0
40,Thursday,25,27,0,27,9,4,0
40,Thursday,27,41,5,36,10,5,2
40,Thursday,20,23,1,22,8,3,1
40,Thursday,15,21,0,21,7,5,0
40,Thursday,39,40,1,39,12,5,1
40,Thursday,19,23,0,23,6,2,0
40,Thursday,44,61,0,61,14,8,0
40,Thursday,25,30,0,30,11,7,0
40,Thursday,33,52,0,52,11,3,0
40,Thursday,26,27,0,27,10,4,0
40,Thursday,29,31,0,31,15,9,0
40,Thursday,38,48,0,48,8,3,0
40,Thursday,17,22,0,22,11,7,0
40,Thursday,30,38,1,37,10,2,1
40,Thursday,16,26,0,26,8,4,0
40,Thursday,12,23,0,23,7,3,0
40,Thursday,30,31,0,31,10,3,0
40,Thursday,6,28,0,28,3,1,0
40,Thursday,36,56,0,56,11,3,0
40,Thursday,25,26,0,26,9,3,0
40,Thursday,20,24,0,24,6,2,0
40,Thursday,21,22,2,20,10,6,1
40,Thursday,37,49,1,48,13,5,1
40,Thursday,25,26,0,26,8,2,0
40,Thursday,42,60,3,57,12,8,2
40,Thursday,33,39,0,39,9,2,0
40,Thursday,16,26,0,26,7,3,0
40,Thursday,31,32,0,32,13,8,0
40,Thursday,13,26,0,26,6,3,0
40,Thursday,50,53,0,53,14,4,0
40,Thursday,22,28,0,28,11,6,0
40,Thursday,16,20,0,20,5,1,0
40,Thursday,23,24,0,24,9,3,0
